species,geo_distance,env_distance,phylo_distance
Batis margaritae,9004980.885575978,3.3033272022052005,134.47391821016834
Batis minima,8937851.395111654,3.265551259085406,134.47760390610335
Batis minor,9072983.543394765,3.187011073777953,134.4730825093726
Batis minulla,8931090.351621142,3.179467635591425,134.47374460243228
Batis mixta,9054926.315654809,3.217085492174522,134.49096810538254
Batis molitor,9026967.695904138,3.6095709977830768,134.47750731675387
Batis occulta,8936017.677781299,3.2817584342842694,134.48943326568826
Batis orientalis,8971154.044028254,4.74042308520719,134.4730825093726
Batis perkeo,9056716.56302142,4.751387271377727,134.4742042825631
Batis poensis,8971843.004481759,4.1996162667271,134.47447339937094
Batis pririt,9170971.78103179,4.780830808358801,134.47374460243228
Batis senegalensis,9087196.381721778,3.38313305930678,134.491498518602
Batis soror,9129430.841419313,3.285226850574201,134.47391821016834
Batrachostomus auritus,10530870.539511291,5.572613129368544,167.23316265186335
Batrachostomus cornutus,10529832.281845601,6.688103678395486,167.23692366834297
Batrachostomus harterti,10527031.486921363,10.354061101894153,167.23086680481563
Batrachostomus hodgsoni,10012714.834888838,3.1375278210923114,167.22782741199785
Batrachostomus javensis,10529634.564162327,6.232597539518296,167.2354863813896
Batrachostomus mixtus,10528866.488879263,9.517940136937744,167.22782741199785
Batrachostomus moniliger,9733719.810774293,3.336349920783658,167.22976573201296
Batrachostomus poliolophus,10318668.09134102,4.186179962323761,167.23692366834297
Batrachostomus septimus,10470894.676913066,4.138740437160155,167.23086680481563
Batrachostomus stellatus,10531475.664346473,5.311967230551857,167.23316264786368
Berlepschia rikeri,9483640.92854426,4.105369447287899,145.85269677008347
Bernieria madagascariensis,9354588.454953365,3.343475255101479,129.74688773320884
Bias musicus,8917275.90478778,3.1484640357400497,134.53936745944083
Biatas nigropectus,9482812.897171974,3.215326111659363,146.75866209494095
Biziura lobata,10545367.065375796,4.184158578328407,187.76307474087042
Bleda canicapillus,9131659.895662008,3.3162788350244257,129.611708450676
Bleda eximius,9143465.184331037,3.1325416597941476,129.61354136923964
Bleda notatus,8941767.771188641,3.2169683430221374,129.611708450676
Bleda syndactylus,8907755.60044219,3.2179975637414455,129.61501367751157
Blythipicus pyrrhotis,10085830.644497627,3.0596237481520094,161.726702172045
Blythipicus rubiginosus,10529640.04031693,5.272647001401575,161.726702172045
Boissonneaua flavescens,9519216.428884022,3.9056956814079555,162.66414164746374
Boissonneaua jardini,9554147.284479007,3.395087034958695,162.66527560533015
Boissonneaua matthewsii,9666394.609506927,3.2488819362869514,162.66414164746374
Bolbopsittacus lunulatus,10471253.017659724,4.327206992350746,160.21340645948763
Bolborhynchus ferrugineifrons,9538541.86036262,5.164415551030489,160.37266693343236
Bolborhynchus lineola,9598252.579410324,3.0246034009001357,160.37285568819786
Bolborhynchus orbygnesius,9656374.822009007,3.9570102492813533,160.37266693343236
Bombycilla cedrorum,9850391.70138004,5.127393340539182,131.07695044281283
Bombycilla garrulus,9624775.194005053,6.1608667547773335,131.07665904171097
Bombycilla japonica,10124024.057816712,6.64468165568935,131.07665904171097
Bonasa bonasia,9667333.770748384,6.2305949225271675,187.3266159442998
Bonasa sewerzowi,9977069.268900828,5.03312471381932,187.3266159442998
Bonasa umbellus,9903335.401175465,5.579581745097882,187.3291170759263
Bostrychia bocagei,8994524.949631218,3.779216107918802,167.54371731608362
Bostrychia carunculata,9054724.090699088,3.5519314663046373,167.53452092568017
Bostrychia hagedash,8907552.405327141,3.5964247203386983,167.53452092568017
Bostrychia olivacea,8952051.5125107,3.2207954624883888,167.5353846059439
Bostrychia rara,8907810.102414152,3.2228607145021577,167.5353846059439
Botaurus lentiginosus,9846828.716016252,5.130625749281431,167.40296205247603
Botaurus pinnatus,9679516.093896538,3.248599061014493,167.4036661005803
Botaurus poiciloptilus,10544547.981651321,4.167113219366093,167.40296205247603
Botaurus stellaris,9609063.377937669,6.205912783993471,167.40333477233432
Brachycope anomala,8906182.100178188,3.515749566793153,128.42934169027492
Brachygalba albogularis,9581437.214547634,3.7250632511115107,164.11847568950304
Brachygalba goeringi,9482798.640850348,3.3485931143107193,164.10497511948782
Brachygalba lugubris,9483586.897079883,3.1495382851257325,164.10497511948782
Brachygalba salmoni,9526999.699547613,3.2620302818863554,164.10630735777517
Brachypteracias leptosomus,9372435.09528716,3.404714148521713,164.5477506024461
Brachypteryx hyperythra,9911052.989310816,3.227105364610756,128.9247360519417
Brachypteryx montana,10537976.36540162,3.497159546876663,128.9247360519417
Brachyramphus brevirostris,10204534.567084122,5.497712975805458,165.6146783104953
Brachyramphus marmoratus,10254630.83390093,5.8074113282051965,165.6146783104953
Brachyramphus perdix,10239474.776846359,6.506885004453712,165.61587480043923
Bradornis mariquensis,9128193.201379374,4.615185363788108,128.9235368622211
Bradornis microrhynchus,9058734.6401048,4.799089546753557,128.9235368622211
Bradypterus alfredi,8941501.182433732,3.3263955459709327,129.81857544612393
Bradypterus baboecala,9102397.749959411,3.3161130681494835,129.80804759561747
Bradypterus bangwaensis,8961624.57061166,3.4645560647829616,129.80679870269088
Bradypterus barratti,9303759.63651969,3.582289452053555,129.80613408063493
Bradypterus carpalis,8950109.312129132,3.559469602151346,129.8059583108415
Bradypterus cinnamomeus,9008818.703047646,3.2365695877837033,129.80639468993465
Bradypterus grandis,8951463.375905234,3.2028912807760768,129.81542945306666
Bradypterus graueri,8940979.802436931,3.5100172819527593,129.80837942121897
Bradypterus lopezi,9013283.413466044,3.304452804943016,129.80613408063493
Bradypterus sylvaticus,9339311.89449801,3.4990905839018627,129.81324660473535
Branta bernicla,9666992.209384011,8.277777002008316,187.7459382137025
Branta canadensis,9893489.001266867,5.076124819742468,187.74386330639675
Branta hutchinsii,9950546.008171884,8.190876779996305,187.74369628127317
Branta leucopsis,9581391.387100834,6.705328019393917,187.74369628127317
Branta ruficollis,9736252.83028988,8.225003197707558,187.74526896835167
Branta sandvicensis,10932624.511339778,3.529179808143758,187.74386330639675
Brotogeris chiriri,9502304.272634033,3.1803721660457986,160.339348028834
Brotogeris chrysoptera,9483932.1514065,3.8220285428171614,160.33948497868494
Brotogeris cyanoptera,9545018.420143919,3.720796733481822,160.33948497868494
Brotogeris jugularis,9515523.443552827,3.3548302853626515,160.33955799864492
Brotogeris pyrrhoptera,9668961.395342575,3.313596242191296,160.33955799864492
Brotogeris sanctithomae,9522834.855351044,4.162717005813246,160.33978507684955
Brotogeris tirica,9480448.268597646,3.068480035684773,160.3401100268269
Brotogeris versicolurus,9484789.405502198,4.231581396975001,160.339348028834
Bubalornis albirostris,9039964.469641298,4.7660202988533404,128.41029856737956
Bubalornis niger,9069510.841908528,4.455864300741808,128.41029856737956
Bubo africanus,9039324.916184193,4.399024011377226,164.42709430441204
Bubo ascalaphus,9165905.522447562,5.633624130709544,164.4215101087423
Bubo bengalensis,9623611.10564799,4.1474144433300255,164.42679283640783
Bubo bubo,9636990.977038013,6.1396431694333,164.42072120422625
Bubo capensis,9218471.302114213,4.457157206435348,164.42088410777552
Bubo cinerascens,8948029.728562284,5.961633130603731,164.433640794964
Bubo coromandus,9611366.800725235,5.241191649439428,164.44536330488404
Bubo lacteus,8973287.681755094,3.350354451018102,164.43447437887463
Bubo leucostictus,8911228.58250089,3.2260702212248065,164.43203547606902
Bubo magellanicus,9921360.551034233,4.973003913564876,164.431870819351
Bubo nipalensis,9994337.48608242,3.0258570294128573,164.43239597012015
Bubo philippensis,10470894.675906016,4.261476536925023,164.43239597012015
Bubo poensis,8909449.245514004,3.221179481397629,164.43384422483877
Bubo shelleyi,8912515.638666917,3.286790403376784,164.43203547606902
Bubo sumatranus,10529666.351536296,5.248859493611068,164.42679283640783
Bubo virginianus,9908953.07230784,5.5027262436954105,164.431870819351
Bubulcus ibis,9537249.228799837,3.572718339023235,167.34888417164498
Bucanetes githagineus,9165724.931839809,5.310353939552843,128.18402255597132
Buccanodon duchaillui,8906070.698975062,3.218308445627318,162.22364532235204
Bucco capensis,9489441.180346921,4.123210588018252,164.0660387280622
Bucephala albeola,9939461.170493271,6.263692733367069,187.57762006221543
Bucephala clangula,9717770.763587728,6.1675042988692885,187.57698067726255
Bucephala islandica,10131209.033799404,5.42664374445365,187.57698067726255
Buceros bicornis,10084782.128456002,3.370693960138224,164.86003442438218
Buceros hydrocorax,10473057.144586682,4.324179538000184,164.86003442438218
Buceros rhinoceros,10529634.628394844,5.2313770960418715,164.86080145896878
Bucorvus abyssinicus,8957313.537022278,3.6217055782105096,164.9068288494319
Buettikoferella bivittata,10524627.324139161,3.1272832546499334,129.7809183974498
Bulweria bulwerii,10541698.482997378,3.728627040493884,167.10384695288042
Bulweria fallax,9460859.911296893,4.697570432334144,167.10384695288042
Buphagus africanus,9037281.612817433,4.468434924273313,129.5598036454478
Burhinus bistriatus,9479893.201832213,3.387852251825122,167.11108769308086
Burhinus capensis,8933699.352754667,4.412753478164768,167.09779296105896
Burhinus grallarius,10510925.36955929,4.8302425414088175,167.10596207652688
Burhinus oedicnemus,9054259.054157391,5.349053627039729,167.09631968772734
Burhinus senegalensis,8948561.196042776,4.893779713951102,167.09779296105896
Burhinus superciliaris,9712172.028487772,4.425697034480738,167.11108769308086
Burhinus vermiculatus,9008480.032830684,3.597629196309716,167.09631968772734
Busarellus nigricollis,9496723.941716084,3.067496829803215,164.00497600567425
Butastur indicus,10218052.716427242,5.739838441182442,164.02296834496767
Butastur liventer,10154383.492036626,3.0636184056773352,164.02272125358638
Butastur rufipennis,8936247.018222652,4.71967960724521,164.023721710982
Butastur teesa,9657797.659464212,4.0931512822685026,164.02272125358638
Buteo albigula,9640253.565409368,3.4596916496406114,163.9222714279284
Buteo albonotatus,9493452.44354859,3.7973101973743817,163.92422940629262
Buteo augur,9000814.557300108,3.648371308949655,163.92005078146954
Buteo auguralis,8954654.239714567,3.4027451784143485,163.9300385698308
Buteo brachypterus,9360381.381970394,3.0999273926842044,163.9744968856879
Buteo brachyurus,9493076.380470274,3.072769643837142,163.92199064238898
Buteo buteo,9349102.934388937,6.1193693652660635,163.91968024902766
Buteo galapagoensis,9882194.639290188,3.356612111525409,163.92185287804222
Buteo hemilasius,9895867.125760445,6.36438246193107,163.92027541256596
Buteo jamaicensis,9915213.218484234,5.115838109019163,163.92711472176632
Buteo lagopus,9632670.952569634,8.219228028549477,163.92084821426735
Buteo lineatus,9705221.475887647,3.633294853822646,163.93224453687185
Buteo nitidus,9487960.56124521,3.150529235421384,163.93283997591604
Buteo oreophilus,9017884.212243654,3.2565053836220654,163.91968024902766
Buteo platypterus,9506519.353607709,3.808773026095138,163.93242860197418
Buteo regalis,9977248.719840156,5.416361345882526,163.92084821426735
Buteo ridgwayi,9507398.171791647,3.756599321425489,163.93224453687185
Buteo rufinus,9392875.169838578,6.216150688188953,163.91978850669435
Buteo rufofuscus,9231839.593453752,4.466125332008121,163.92005078146954
Buteo solitarius,10929120.705912491,3.241718385290229,163.92269257387736
Buteo swainsoni,9948523.508880723,5.392741911856642,163.92185287804222
Buteo ventralis,10061080.859318381,4.959887386228279,163.950207999399
Buteogallus aequinoctialis,9487352.907337237,4.654317470965401,163.97195756360878
Buteogallus anthracinus,9828201.132036818,4.391016618223243,163.97195756360878
Buteogallus gundlachii,9578304.953342218,3.1156398492853667,163.97317046453
Buteogallus meridionalis,9500818.273114027,3.065748862298855,163.9738743112405
Buteogallus urubitinga,9504828.048206551,3.119535989763617,163.9738743112405
Buthraupis montana,9547733.371543204,3.408013951943572,126.43512492680539
Butorides striata,9495798.590157263,3.215536278579161,167.39340572103873
Bycanistes albotibialis,8909074.607382925,3.2262831612379674,164.84216970469035
Bycanistes brevis,9038095.113772562,3.2980379226561007,164.84049094752564
Bycanistes bucinator,9029683.27928719,3.3298892759521723,164.84401183827163
Bycanistes cylindricus,9143407.098680703,3.3223454085363033,164.84040416870923
Bycanistes fistulator,9112874.431421602,3.322162013356698,164.84049094752564
Bycanistes subcylindricus,8926192.03628798,3.129915068255515,164.84040416870923
Cacatua alba,10387722.799121417,4.730307899198367,161.04444566094432
Cacatua ducorpsii,10650274.914061863,9.10888786803274,161.04708125215853
Cacatua galerita,10525363.031072337,4.227822090910918,161.04504921524673
Cacatua goffiniana,10387722.799121417,3.8280818083912336,161.04719544495512
Cacatua haematuropygia,10507681.098713234,3.465061649150208,161.04809267672874
Cacatua leadbeateri,10494494.269491483,4.837602482757818,161.04444566094432
Cacatua moluccensis,10526677.408310317,5.549762444730659,161.045329500752
Cacatua ophthalmica,10601822.713555321,8.188908488463419,161.0505931149813
Cacatua pastinator,10472867.464303724,4.319369324153362,161.0632565368613
Cacatua sanguinea,10501414.629125979,4.932437808215006,161.04708125215853
Cacatua sulphurea,10540952.733553529,4.10600143920675,161.04504921524673
Cacatua tenuirostris,10530411.12872376,4.180002344161818,161.0632565368613
Cacicus cela,9487617.186295886,3.908700572648641,126.708079669744
Cacicus chrysonotus,9652877.86244982,3.0981956286275256,126.70696761215848
Cacicus chrysopterus,9612061.245584048,3.0260851872637358,126.7076346830943
Cacicus haemorrhous,9488887.145629352,3.8589842839257162,126.70640574223108
Cacicus koepckeae,9631342.803481711,3.3846991346512647,126.70640574223108
Cacicus leucoramphus,9565570.932665093,3.380452547562753,126.70696761215848
Cacicus microrhynchus,9617822.535147661,4.412688114962627,126.70954423364535
Cacicus sclateri,9576919.109542128,5.6856096603039505,126.7076346830943
Cacicus solitarius,9514160.07347824,3.15398162057122,126.70954423364535
Cacicus uropygialis,9573046.200740525,3.0700809086618386,126.708079669744
Cacomantis castaneiventris,10525615.991866572,5.4789130908297325,168.12067166468984
Cacomantis flabelliformis,10541862.074629473,4.19627605781385,168.12067166468984
Cacomantis merulinus,10123937.322201027,3.1483680433467165,168.1196915940573
Cacomantis passerinus,9695534.351184765,3.9290179586655296,168.12189585828318
Cacomantis sonneratii,10071078.157937426,3.3378748648136174,168.12382047022157
Cacomantis variolosus,10556588.904021742,4.540458580097024,168.1196915940573
Cairina moschata,9494549.183298187,3.0651212008425954,187.58209018983854
Calamanthus campestris,10501995.01750504,4.965721340813557,138.08148948622235
Calamanthus fuliginosus,10537964.150895096,3.8214628606455823,138.08148948622235
Calamospiza melanocorys,9922082.109211685,4.040252810443865,126.69840009151115
Calandrella acutirostris,9660217.304150742,5.936623846916529,130.49946005336946
Calandrella brachydactyla,9415323.210388754,6.226653726565202,130.50031344468854
Calandrella cinerea,9087479.547546048,4.387619619948915,130.49946005426867
Calcarius lapponicus,9692753.51204604,8.274098884796938,127.62199779913932
Calcarius ornatus,9927633.078384712,4.032187819838651,127.62056781659643
Calcarius pictus,9782649.37957639,7.885554852489085,127.62056781659643
Calicalicus madagascariensis,9351940.761750877,3.530863942457758,134.50443910265125
Calicalicus rufocarpalis,9386247.377726307,3.9688301576019427,134.50443910265125
Calidris acuminata,10510849.931646764,4.965595775636023,166.35566651384272
Calidris alba,10497945.771235758,8.660858534413817,166.35358386058186
Calidris alpina,9786268.98549078,8.252792759418107,166.35486920278828
Calidris bairdii,9848279.018045297,8.56639710009221,166.35940610318255
Calidris canutus,10539701.089717425,8.672775655197535,166.37030739862246
Calidris ferruginea,8947139.531110262,4.42737547652822,166.36335149638438
Calidris fuscicollis,9713274.001191622,8.690611200784687,166.35463440209392
Calidris himantopus,9523386.001444392,3.8323214979781044,166.3588215777166
Calidris maritima,9588668.56344397,8.254475905227695,166.35278872876256
Calidris mauri,9880778.963843089,3.606598273015442,166.35253882954004
Calidris melanotos,9752610.088445371,8.327452107858427,166.3588215777166
Calidris minuta,8907324.62873734,3.0916167821244347,166.35358386058186
Calidris minutilla,9551442.23116305,6.985337540631415,166.35566651384272
Calidris ptilocnemis,10186290.72059056,5.576109391151153,166.35278872876256
Calidris pusilla,9924252.60806108,8.297648814149047,166.35269865327237
Calidris ruficollis,10498408.251511175,3.863475914973592,166.35253882954004
Calidris subminuta,10529634.627224313,4.199397218420178,166.36296423300385
Calidris temminckii,8940745.997527761,3.031300072944902,166.36296423300385
Calidris tenuirostris,10124512.825490296,7.880541463158005,166.3703073916238
Caliechthrus leucolophus,10525980.206849912,5.493129197724232,168.2037790596089
Callacanthis burtoni,9602407.695167707,3.051619619183391,128.17186909182305
Callipepla californica,10137595.51375339,5.102917798521597,187.4531645494541
Callipepla douglasii,10033327.12702985,3.5310675575914847,187.45385789482904
Callipepla gambelii,10058076.6929616,4.81519126492867,187.4531645494541
Callipepla squamata,9937641.382745558,4.490973245067988,187.45377387239867
Calliphlox amethystina,9486962.918684678,3.1292246274472775,162.57332895626158
Calliphlox bryantae,9624196.26993784,4.25161821695867,162.5646592093082
Calliphlox mitchellii,9563873.827903712,4.988175528229079,162.5646592093082
Callocephalon fimbriatum,10548369.414499195,3.9053816172300575,161.0931834696714
Callonetta leucophrys,9666454.290377514,3.9267741873572746,187.58885534588595
Calochaetes coccineus,9668162.071129177,3.269929865481284,126.43541864888087
Caloenas nicobarica,10537726.401834195,3.8858283239788864,175.7521292752783
Calonectris diomedea,9303888.316359857,4.0419582573923245,167.06810154814704
Calonectris edwardsii,9393886.388005275,3.7945393564194725,167.0688382185766
Calonectris leucomelas,10579599.170547668,3.7691876444343557,167.06810154814704
Caloperdix oculeus,10383930.678173514,5.465307763663427,187.47478466625242
Calothorax lucifer,9947285.067039384,4.1924625665840916,162.97537587851127
Calothorax pulcher,9878951.592525505,3.9097720678640915,162.97537587851127
Calypte anna,10122551.36668291,4.718214248389357,162.5740126678608
Calypte costae,10112401.886696823,5.081953603395927,162.5740126678608
Calyptomena hosii,10531222.847835377,8.162164694190153,149.7974654831489
Calyptomena viridis,10529634.643116498,5.257520820489284,149.7974654831489
Calyptomena whiteheadi,10531394.404771471,8.783393365593149,149.79815899332468
Calyptophilus frugivorus,9510727.472979644,3.097459312908445,126.48743111946517
Calyptophilus tertius,9513037.369627992,3.1752804527051515,126.48743111946517
Calyptorhynchus banksii,10516409.881619843,4.524544212439345,161.09218661791746
Calyptorhynchus lathami,10566926.734023383,3.81458933813472,161.09218661791746
Camaroptera brachyura,8906427.618660994,3.314426953324538,129.2082371895145
Camaroptera chloronota,9016337.01802387,3.210002265983797,129.21073784285286
Camaroptera superciliaris,8923913.867316108,3.2232225688796965,129.2082371895145
Campephaga flava,9011538.573594656,3.3156153301174203,134.6307120038352
Campephaga petiti,8953141.234098138,3.1101731705951634,134.63117029545927
Campephaga phoenicea,8940995.477338074,3.408852083705988,134.63115592765473
Campephaga quiscalina,8941514.518510973,3.5832636481230895,134.6307120038352
Campephilus gayaquilensis,9639122.422940927,3.3431057326844145,161.71157003870007
Campephilus guatemalensis,9780819.942261765,3.1188088421753726,161.71206716440184
Campephilus haematogaster,9620300.076887202,3.1760289952850886,161.71613106080957
Campephilus leucopogon,9677262.56737391,3.889494799168174,161.71257881396278
Campephilus magellanicus,10054770.1563927,4.731237344147179,161.71285403060216
Campephilus melanoleucos,9487849.625626419,3.915456350526379,161.71157003870007
Campephilus pollens,9561127.030008696,3.354835422939374,161.71160977925555
Campephilus robustus,9510088.875535244,3.0243044699448833,161.71202967826807
Campephilus rubricollis,9489892.872483356,4.11773776922582,161.71202967826807
Campethera abingoni,9037980.278616868,3.3370663644559504,161.6471243929767
Campethera bennettii,9055447.665535621,4.403574622529693,161.64519775239577
Campethera cailliautii,8990942.623684403,3.3300490384368047,161.64705437840166
Campethera caroli,8908921.082544692,3.2213626402456494,161.64576636585775
Campethera maculosa,8909723.058287188,3.1368353310635997,161.64511983435455
Campethera mombassica,9076365.015926434,3.221647873280135,161.64511983435455
Campethera nivosa,8909027.826401442,3.2190695252147212,161.64519775239577
Campethera notata,9333477.710469777,3.811939543340313,161.64865966165553
Campethera nubica,9023665.71676151,4.78282182292908,161.6452718121448
Campethera punctuligera,8999066.720765956,3.4029643687138593,161.64627231220237
Campethera scriptoricauda,9114370.339216491,3.271279542810499,161.64705437840166
Campethera tullbergi,8966712.81464843,3.4523533303351193,161.64605821501337
Campochaera sloetii,10529400.217641134,8.605374795447904,134.63970633200978
Camptostoma imberbe,9859028.290430026,3.595793852908394,144.30866717584337
Camptostoma obsoletum,9505148.982113918,3.0664021711209153,144.30866717584337
Campylopterus curvipennis,9706859.56359129,3.0733525120070455,162.60659033630154
Campylopterus duidae,9480296.83692713,4.690475366161383,162.6057131224917
Campylopterus ensipennis,9480591.623312868,3.1256523276814496,162.60659033630154
Campylopterus falcatus,9492171.47098315,3.0211499485351627,162.60571312269036
Campylopterus hemileucurus,9739290.047122536,3.046756723029714,162.60774848702712
Campylopterus hyperythrus,9480282.642816609,3.5099469450771714,162.60710174846108
Campylopterus largipennis,9487629.175768679,4.132089142976564,162.60776755042014
Campylopterus phainopeplus,9503771.003066665,4.302701688550855,162.60616850275403
Campylopterus rufus,9741264.580737894,3.293624881074466,162.60776755042014
Campylopterus villaviscensio,9609049.77997173,5.602315267732254,162.60616850275403
Campylorhamphus falcularius,9527037.591677954,4.097699831148756,146.03097052631495
Campylorhamphus procurvoides,9487553.419749241,4.037238970024377,146.02999771372885
Campylorhamphus pusillus,9571802.922010507,4.764951849200894,146.0304242748715
Campylorhamphus trochilirostris,9517337.784932494,3.1918297108062683,146.02999771372885
Campylorhynchus albobrunneus,9545652.114977062,3.972963822052613,130.4965597176509
Campylorhynchus brunneicapillus,9982477.989288636,4.66860773288981,130.50082175469947
Campylorhynchus chiapensis,9783190.568756506,3.9218480032035,130.4979038262388
Campylorhynchus fasciatus,9676922.225071182,5.120782828826807,130.49702103532996
Campylorhynchus griseus,9484693.857103968,3.342343701212115,130.4979038262388
Campylorhynchus gularis,9989597.162407465,3.609451342340732,130.49779599006516
Campylorhynchus jocosus,9874866.827002428,3.8816203965088363,130.49779599006516
Campylorhynchus megalopterus,9929217.604226483,3.480536077543185,130.49788082028098
Campylorhynchus nuchalis,9480538.209045883,3.3584408625409363,130.49811095399664
Campylorhynchus rufinucha,9835614.414346807,3.207954894864457,130.4979454156296
Campylorhynchus turdinus,9529493.839037608,3.891960657063153,130.49811095399664
Campylorhynchus yucatanicus,9700218.938986206,3.4606388765803495,130.4994440108481
Campylorhynchus zonatus,9752740.277748317,3.1592133779389036,130.4965597176509
Canirallus oculeus,8918195.65945605,3.2983263087466463,167.03680151453165
Capito auratus,9520358.6569833,4.3136384173653575,162.15898645625717
Capito aurovirens,9534503.951612176,4.247570474622052,162.1629334843847
Capito brunneipectus,9483246.445243552,4.261485802967018,162.1629334843847
Capito dayi,9498044.571224468,3.44700212533128,162.1630078770307
Capito hypoleucus,9517452.837197881,6.229785273937283,162.15778713196127
Capito maculicoronatus,9534670.042963244,4.029720215599202,162.15798899617397
Capito niger,9487613.296701532,4.021407609973859,162.15891023203247
Capito quinticolor,9558763.422925187,18.923322397169,162.17531757007694
Capito squamatus,9614009.328132236,3.8183686616821118,162.15778713196127
Capito wallacei,9628474.51041507,3.6886323118198123,162.1599447132927
Caprimulgus aegyptius,9396790.94250104,4.772824206905485,165.61926893259684
Caprimulgus affinis,9827614.500136025,4.001456756791831,165.61814060615293
Caprimulgus asiaticus,9766892.529914573,4.101139396715008,166.08305355235268
Caprimulgus atripennis,9744442.868328862,3.3219872885412602,165.97136305270226
Caprimulgus batesi,8907299.046565453,3.2722438590695457,165.61531226730384
Caprimulgus celebensis,10542182.747206217,4.289354004364601,165.65025094633373
Caprimulgus clarus,9030346.086446866,4.62763569839352,165.61772182872517
Caprimulgus climacurus,8962562.562389174,5.537393895707645,165.61137127094625
Caprimulgus concretus,10530023.677986154,5.311904761876715,165.62139370829848
Caprimulgus donaldsoni,9058810.262927487,4.78257091817291,165.81085211100833
Caprimulgus europaeus,9405716.58736263,6.081893932712755,165.60898808523396
Caprimulgus eximius,8994281.079297248,5.5977053608818705,165.63470140436576
Caprimulgus fossii,8982929.285529563,3.3451294593629415,165.61137127104587
Caprimulgus fraenatus,9020191.443550063,3.604743507559601,165.60945228659824
Caprimulgus indicus,9663219.735963834,4.152526614803208,165.61501504132247
Caprimulgus inornatus,8950181.650721466,4.849834513182075,165.61583049276615
Caprimulgus macrurus,9995417.589900697,3.3540630259749844,165.6170817603509
Caprimulgus madagascariensis,9360381.643027067,3.099886525969995,165.6170817603509
Caprimulgus mahrattensis,9516868.49524496,5.460062148565386,165.62534935921906
Caprimulgus manillensis,10470893.772976367,4.036505601579303,165.61583049176596
Caprimulgus meesi,10535564.990167508,3.120869337457797,165.80805069532946
Caprimulgus natalensis,8951007.43109457,3.5783214763283744,165.67134283154678
Caprimulgus nubicus,9076088.92685566,4.697864997711267,165.61814060615293
Caprimulgus pectoralis,9044107.197963681,3.5777650773665832,165.61747320912633
Caprimulgus poliocephalus,9039541.746734366,3.2277825903876662,165.61747320912633
Caprimulgus prigoginei,8945395.962324418,3.1015053621481776,165.63282250480827
Caprimulgus pulchellus,10444281.658145113,4.169285465203804,165.61501504132247
Caprimulgus ruficollis,9224060.776773805,6.142213292788322,165.62139370829848
Caprimulgus rufigena,9127169.792127075,4.442265812680535,165.60898808523396
Caprimulgus solala,9028664.881234778,3.293802381668865,165.80805069532946
Caprimulgus stellatus,9015232.719636235,4.617708808980999,165.6342428359019
Caprimulgus tristigma,9078510.279575292,3.3107818264898934,166.08305355245344
Capsiempis flaveola,9481767.29629317,3.0367153387517183,144.3139911221724
Caracara cheriway,9478993.965620954,3.830047616386309,165.28158671960915
Caracara plancus,9614587.888236072,3.176908665265345,165.28158671960915
Cardellina rubrifrons,10004006.152783085,4.085469756131022,126.8022574035496
Cardinalis cardinalis,9757654.656850265,3.651086558005825,126.96894350156556
Cardinalis phoeniceus,9486977.109645357,3.641828390102279,126.96894350156556
Cardinalis sinuatus,9949420.607933296,4.33227517015965,126.9699296988017
Carduelis carduelis,9332855.55834541,6.153525606622796,128.15824981141316
Carduelis citrinella,9278620.876075853,4.290882945161237,128.1582498107131
Carduelis corsicana,9224463.088282404,4.072797643505074,128.15800454790258
Cariama cristata,9516488.686743606,3.160661350909375,166.64420108066787
Caridonax fulgidus,10542207.296642683,3.1000982991222235,164.01240161486484
Carpococcyx renauldi,10289364.250980385,3.270596050051826,168.52522103483798
Carpococcyx viridis,10443087.2631493,4.375060596890396,168.52522103483798
Carpodacus edwardsii,9935170.338333787,4.872539610048539,128.15302048633237
Carpodacus erythrinus,9717411.911068173,6.164169404756902,128.15835719810337
Carpodacus pulcherrimus,9953972.33888116,5.365418223533135,128.1503698711019
Carpodacus puniceus,9735768.555411637,5.9542326306161595,128.1503698711019
Carpodacus rhodochlamys,9699776.494501077,6.415266638847808,128.15835719810337
Carpodacus roborowskii,9867806.855941977,6.243234003955721,128.15867706984042
Carpodacus rodochroa,9664798.489061456,5.365271050024472,128.15077997541212
Carpodacus rodopeplus,9660429.810801418,3.0856033637117815,128.16185178483278
Carpodacus roseus,9937873.169194212,7.20071184709446,128.1502887172778
Carpodacus rubicilla,9739472.448587246,6.2956989045805285,128.15133464179715
Carpodacus rubicilloides,9873877.087297376,5.64438640955335,128.15125467811106
Carpodacus synoicus,9145608.575432492,5.346405305245238,128.15133464179715
Carpodacus thura,9688785.34242521,5.614836910258945,128.15121363912576
Carpodacus trifasciatus,9976518.49758419,5.154994744190823,128.1502887172778
Carpodacus vinaceus,10050814.454009764,3.5825983981864473,128.15077997541212
Carpodectes antoniae,9610818.658735652,4.5473029174736554,144.9888635355047
Carpodectes hopkei,9559996.751464413,4.955121301856467,144.98858243874798
Carpodectes nitidus,9635405.12251845,4.388051806957961,144.98858243874798
Carpornis cucullata,9539983.370083997,3.6788410554116626,145.041974183558
Carpornis melanocephala,9530577.13459623,3.04095891465303,145.041974183558
Caryothraustes canadensis,9485174.62173397,4.19219336474296,126.97090195910289
Caryothraustes poliogaster,9699908.48145836,3.4923704759679506,126.97090195910289
Casiornis fuscus,9464326.772200357,3.7309140614431664,144.18238810712916
